Prompt,Intent,Entities
List all CVEs with full context,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get full threat surface details,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show vulnerabilities across all devices,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List the found plugins and CVEs,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show all findings per host,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Tell me everything that was flagged,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Asset vulnerability logs please,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List every CVE in this dataset,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get vulnerability summaries for each IP,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Provide full context for each CVE,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show what vulnerabilities were found per MAC,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Summarize all vulnerability details,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get plugin names for each vulnerability,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show detailed issues by device,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Give me CVEs and severity by device,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get detailed view of scan findings,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Display everything found in the scan,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Full list of vulnerability findings,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
"List risks, severities and CVEs together",vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Pull the asset-wise threat data,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
I need all vulnerabilities discovered,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get all flagged vulnerabilities,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show all detected threats,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List of CVEs and affected devices,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Vulnerabilities report for all systems,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Display CVE and device summary,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Pull every security issue found,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Give me the list of exposed hosts,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List all the plugin vulnerabilities,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Fetch vulnerabilities with device details,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show device-wise CVE summary,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List every finding from the scan,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Fetch CVEs with MAC and IP mapping,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show what assets are at risk,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Display full list of vulnerability issues,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
List all vulnerable endpoints,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show me CVEs detected during the scan,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Get a detailed list of scan findings,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Tell me what CVEs were flagged,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show all issues with full details,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show all risks detected on the assets,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Present asset vulnerability details with associated CVE data.,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Provide an overview of the assets and their exposure to risks.,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Illustrate the asset vulnerabilities and corresponding threat levels.,vulnerability_details,"IP Address, MAC Address, DNS Name, NetBIOS Name, CVE, Severity, Risk Factor, Exploit?, Plugin Name"
Show the last scan date of assets.,last_scan_date,Plugin Modification Date
Retrieve the most recent scan date for all assets.,last_scan_date,Plugin Modification Date
When was each asset last scanned?,last_scan_date,Plugin Modification Date
Provide the latest scan date for every asset.,last_scan_date,Plugin Modification Date
List the last scanned timestamps for assets.,last_scan_date,Plugin Modification Date
Display the most recent asset scan dates.,last_scan_date,Plugin Modification Date
Get the last scanned date for all assets.,last_scan_date,Plugin Modification Date
Show me the last time each asset was scanned.,last_scan_date,Plugin Modification Date
Fetch the last scan date of all assets.,last_scan_date,Plugin Modification Date
Provide the date of the last scan for every asset.,last_scan_date,Plugin Modification Date
Show the last scan date of active assets.,last_scan_date,Plugin Modification Date
Display the last scan time for assets with vulnerabilities.,last_scan_date,Plugin Modification Date
Retrieve the most recent scan timestamp for critical assets.,last_scan_date,Plugin Modification Date
Get the last scanned date for high-risk assets.,last_scan_date,Plugin Modification Date
Show only assets scanned in the past month.,last_scan_date,Plugin Modification Date
Display assets scanned within the last 7 days.,last_scan_date,Plugin Modification Date
Provide scan dates for assets scanned this year.,last_scan_date,Plugin Modification Date
List assets that have not been scanned recently.,last_scan_date,Plugin Modification Date
Show the last scan date for assets in network X.,last_scan_date,Plugin Modification Date
Retrieve scan dates for assets in the specified IP range.,last_scan_date,Plugin Modification Date
Show the last scanned date of assets in YYYY-MM-DD format.,last_scan_date,Plugin Modification Date
Display the last scan timestamps as MM/DD/YYYY.,last_scan_date,Plugin Modification Date
Provide the latest scan dates sorted in descending order.,last_scan_date,Plugin Modification Date
Retrieve the most recent scan date for assets and sort by asset name.,last_scan_date,Plugin Modification Date
Show last scan dates grouped by asset type.,last_scan_date,Plugin Modification Date
List the latest scan dates along with asset IDs.,last_scan_date,Plugin Modification Date
Display last scan timestamps with time zone details.,last_scan_date,Plugin Modification Date
Get last scan times in UTC format.,last_scan_date,Plugin Modification Date
Retrieve the last scan date per asset in a table format.,last_scan_date,Plugin Modification Date
"Show scan history, highlighting the last scanned date.",last_scan_date,Plugin Modification Date
When did each asset last undergo a scan?,last_scan_date,Plugin Modification Date
Can you tell me when the assets were last scanned?,last_scan_date,Plugin Modification Date
What is the most recent scan date for my assets?,last_scan_date,Plugin Modification Date
When was the last security scan performed on my assets?,last_scan_date,Plugin Modification Date
Can you fetch the last scan date for all monitored assets?,last_scan_date,Plugin Modification Date
I need to know the last scan time for my assets.,last_scan_date,Plugin Modification Date
